"name","desc","hp","ap","df","sa","sd","sp","type1","type2","weight","height","moves","sprite"
"marowak","The bone it holds is its key weapon. It throws thebone skillfully like a boomerang to KO targets.","60","80","110","50","80","45","ground","None","450","10","['mega-punch', 'mega-kick', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'growl', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'bone-club', 'fire-blast', 'skull-bash', 'bonemerang', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png"
"hitmonlee","When in a hurry, its legs lengthen progressively.It runs smoothly with extra long, loping strides.","50","120","53","35","110","87","fighting","None","498","15","['mega-punch', 'double-kick', 'mega-kick', 'jump-kick', 'rolling-kick', 'body-slam', 'take-down', 'double-edge', 'submission', 'counter', 'seismic-toss', 'strength', 'toxic', 'meditate', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'metronome', 'swift', 'skull-bash', 'high-jump-kick', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png"
"hitmonchan","While apparently doing nothing, it fires punches inlightning fast volleys that are impossible to see.","50","105","79","35","110","76","fighting","None","502","14","['comet-punch', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'submission', 'counter', 'seismic-toss', 'strength', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'bide', 'metronome', 'swift', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png"
"lickitung","Its tongue can be extended like a chameleon's. Itleaves a tingling sensation when it licks enemies.","90","55","75","60","75","30","normal","None","655","12","['mega-punch', 'swords-dance', 'cut', 'slam', 'stomp', 'mega-kick', 'body-slam', 'wrap', 'take-down', 'double-edge', 'supersonic', 'disable', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'bide', 'fire-blast', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png"
"koffing","Because it stores several kinds of toxic gases inits body, it is prone to exploding without warning.","40","65","95","60","45","35","poison","None","10","6","['tackle', 'thunderbolt', 'thunder', 'toxic', 'rage', 'mimic', 'double-team', 'smokescreen', 'haze', 'bide', 'self-destruct', 'smog', 'sludge', 'fire-blast', 'explosion', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png"
"weezing","Where two kinds of poison gases meet, 2 KOFFINGscan fuse into a WEEZING over many years.","65","90","120","85","70","60","poison","None","95","12","['tackle', 'hyper-beam', 'thunderbolt', 'thunder', 'toxic', 'rage', 'mimic', 'double-team', 'smokescreen', 'haze', 'bide', 'self-destruct', 'smog', 'sludge', 'fire-blast', 'explosion', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png"
"rhyhorn","Its massive bones are 1000 times harder than humanbones. It can easily knock a trailer flying.","80","85","95","30","30","25","ground","rock","1150","10","['stomp', 'horn-attack', 'fury-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png"
"rhydon","Protected by an armor-like hide, it is capable ofliving in molten lava of 3,600 degrees.","105","130","120","45","45","40","ground","rock","1200","19","['mega-punch', 'pay-day', 'stomp', 'mega-kick', 'horn-attack', 'fury-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png"
"chansey","A rare and elusive POKéMON that is said to bringhappiness to those who manage to get it.","250","5","5","35","105","50","normal","None","346","11","['pound', 'double-slap', 'mega-punch', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'egg-bomb', 'fire-blast', 'skull-bash', 'soft-boiled', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png"
"tangela","The whole body is swathed with wide vines that aresimilar to sea­ weed. Its vines shake as it walks.","65","55","115","100","40","60","grass","None","350","10","['swords-dance', 'cut', 'bind', 'slam', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'absorb', 'mega-drain', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'skull-bash', 'constrict', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png"
"kangaskhan","The infant rarely ventures out of its mother'sprotective pouch until it is 3 years old.","105","95","80","40","80","90","normal","None","800","22","['comet-punch', 'mega-punch', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'bite', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'fire-blast', 'skull-bash', 'dizzy-punch', 'rest', 'rock-slide', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png"
"horsea","Known to shoot down flying bugs with precisionblasts of ink from the surface of the water.","30","40","70","70","25","60","water","None","80","4","['take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'smokescreen', 'bide', 'swift', 'skull-bash', 'bubble', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png"
"seadra","Capable of swim­ ming backwards by rapidly flappingits wing-like pectoral fins and stout tail.","55","65","95","95","45","85","water","None","250","12","['take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'smokescreen', 'bide', 'swift', 'skull-bash', 'bubble', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png"
"goldeen","Its tail fin billows like an elegant ballroomdress, giving it the nickname of the Water Queen.","45","67","60","35","50","63","water","None","150","6","['horn-attack', 'fury-attack', 'horn-drill', 'take-down', 'double-edge', 'tail-whip', 'supersonic', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'peck', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'bide', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png"
"seaking","In the autumn spawning season, they can be seenswimming power­ fully up rivers and creeks.","80","92","65","65","80","68","water","None","390","13","['horn-attack', 'fury-attack', 'horn-drill', 'take-down', 'double-edge', 'tail-whip', 'supersonic', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'bide', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png"
"staryu","An enigmatic POKéMON that can effortlesslyregenerate any appendage it loses in battle.","30","45","55","70","55","85","water","None","345","8","['tackle', 'take-down', 'double-edge', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'harden', 'minimize', 'light-screen', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png"
"starmie","Its central core glows with the seven colors ofthe rainbow. Some people value the core as a gem.","60","75","85","100","85","115","water","psychic","800","11","['tackle', 'take-down', 'double-edge', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'harden', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png"
"mr-mime","If interrupted while it is miming, it willslap around the offender with its broad hands.","40","45","65","100","120","90","psychic","fairy","545","13","['double-slap', 'mega-punch', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'meditate', 'rage', 'teleport', 'mimic', 'double-team', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'skull-bash', 'flash', 'psywave', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png"
"scyther","With ninja-like agility and speed, it can create theillusion that there is more than one.","70","110","80","55","80","105","bug","flying","560","15","['swords-dance', 'cut', 'take-down', 'double-edge', 'leer', 'hyper-beam', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'swift', 'skull-bash', 'rest', 'slash', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png"
"jynx","It seductively wiggles its hips as it walks. Itcan cause people to dance in unison with it.","65","50","35","115","95","95","ice","psychic","406","14","['pound', 'double-slap', 'mega-punch', 'ice-punch', 'mega-kick', 'body-slam', 'take-down', 'thrash', 'double-edge', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'reflect', 'bide', 'metronome', 'lick', 'skull-bash', 'lovely-kiss', 'psywave', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png"
"electabuzz","Normally found near power plants, they can wanderaway and cause major blackouts in cities.","65","83","57","95","85","105","electric","None","300","11","['mega-punch', 'thunder-punch', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'leer', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'quick-attack', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'skull-bash', 'flash', 'psywave', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png"
"magmar","Its body always burns with an orange glow thatenables it to hide perfectly among flames.","65","95","57","100","85","93","fire","None","445","13","['mega-punch', 'fire-punch', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'leer', 'ember', 'flamethrower', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'smokescreen', 'confuse-ray', 'bide', 'metronome', 'smog', 'fire-blast', 'skull-bash', 'psywave', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png"
"pinsir","If it fails to crush the victim in its pincers,it will swing it around and toss it hard.","65","125","100","55","70","85","bug","None","550","15","['vice-grip', 'guillotine', 'swords-dance', 'cut', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'submission', 'seismic-toss', 'strength', 'toxic', 'rage', 'mimic', 'double-team', 'harden', 'focus-energy', 'bide', 'rest', 'slash', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png"
"tauros","When it targets an enemy, it charges furiouslywhile whipping its body with its long tails.","75","100","95","40","70","110","normal","None","884","14","['stomp', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'fire-blast', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png"
"magikarp","In the distant past, it was somewhat strongerthan the horribly weak descendants that exist today.","20","10","55","15","20","80","water","None","100","9","['tackle', 'splash']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png"
"gyarados","They say that during past strife, GYARADOS would appear and leave blazing ruins in its wake.","95","125","79","60","100","81","water","flying","2350","65","['body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'strength', 'dragon-rage', 'thunderbolt', 'thunder', 'toxic', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png"
"lapras","A POKéMON that has been over­ hunted almost toextinction. It can ferry people across the water.","130","85","80","85","95","60","water","ice","2200","25","['horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'strength', 'solar-beam', 'dragon-rage', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'rage', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'skull-bash', 'psywave', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png"
"ditto","Capable of copying an enemy's genetic code to instantlytransform itself into a duplicate of the enemy.","48","48","48","48","48","48","normal","None","40","3","['transform']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png"
"eevee","Its genetic code is irregular. It may mutate ifit is exposed to radiation from element STONEs.","55","55","50","45","65","55","normal","None","65","3","['sand-attack', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'swift', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png"
"vaporeon","Lives close to water. Its long tail is ridgedwith a fin which is often mistaken for a mermaid's.","130","65","60","110","95","65","water","None","290","10","['sand-attack', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'haze', 'reflect', 'bide', 'swift', 'skull-bash', 'acid-armor', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png"
"jolteon","It accumulates negative ions in the atmosphere toblast out 10000- volt lightning bolts.","65","65","60","110","95","130","electric","None","245","8","['double-kick', 'sand-attack', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'pin-missile', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png"
"flareon","When storing thermal energy in its body, itstemperature could soar to over 1600 degrees.","65","130","60","95","110","65","fire","None","250","9","['sand-attack', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'bite', 'ember', 'flamethrower', 'hyper-beam', 'fire-spin', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png"
"porygon","A POKéMON that consists entirely of programmingcode. Capable of moving freely in cyberspace.","65","60","70","85","75","40","normal","None","365","8","['tackle', 'take-down', 'double-edge', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'agility', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'psywave', 'rest', 'sharpen', 'conversion', 'tri-attack', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png"
"omanyte","Although long extinct, in rare cases, it can begenetically resurrected from fossils.","35","40","100","90","55","35","rock","water","75","4","['horn-attack', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'rage', 'mimic', 'double-team', 'withdraw', 'reflect', 'bide', 'spike-cannon', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png"
"omastar","A prehistoric POKéMON that died out when itsheavy shell made it impossible to catch prey.","70","60","125","115","70","55","rock","water","350","10","['horn-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'seismic-toss', 'toxic', 'rage', 'mimic', 'double-team', 'withdraw', 'reflect', 'bide', 'skull-bash', 'spike-cannon', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png"
"kabuto","A POKéMON that was resurrected from a fossilfound in what was once the ocean floor eons ago.","30","80","90","55","45","55","rock","water","115","5","['scratch', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'absorb', 'toxic', 'rage', 'mimic', 'double-team', 'harden', 'reflect', 'bide', 'rest', 'slash', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png"
"kabutops","Its sleek shape is perfect for swim­ ming. It slashesprey with its claws and drains the body fluids.","60","115","105","65","70","80","rock","water","405","13","['scratch', 'razor-wind', 'swords-dance', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'seismic-toss', 'absorb', 'toxic', 'rage', 'mimic', 'double-team', 'harden', 'reflect', 'bide', 'skull-bash', 'rest', 'slash', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png"
"aerodactyl","A ferocious, pre­ historic POKéMON that goes for theenemy's throat with its serrated saw-like fangs.","80","105","65","60","75","130","rock","flying","590","18","['razor-wind', 'wing-attack', 'whirlwind', 'fly', 'take-down', 'double-edge', 'bite', 'supersonic', 'hyper-beam', 'dragon-rage', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'sky-attack', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png"
"snorlax","Very lazy. Just eats and sleeps. As its rotundbulk builds, it becomes steadily more slothful.","160","110","65","65","110","30","normal","None","4600","21","['mega-punch', 'pay-day', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'toxic', 'psychic', 'rage', 'mimic', 'double-team', 'harden', 'reflect', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'skull-bash', 'amnesia', 'psywave', 'rest', 'rock-slide', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png"
"articuno","A legendary bird POKéMON that is said to appear todoomed people who are lost in icy mountains.","90","85","100","95","125","85","ice","flying","554","17","['razor-wind', 'whirlwind', 'fly', 'take-down', 'double-edge', 'mist', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'swift', 'sky-attack', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png"
"zapdos","A legendary bird POKéMON that is said to appearfrom clouds while dropping enormous lightning bolts.","90","90","85","125","90","100","electric","flying","526","16","['razor-wind', 'whirlwind', 'fly', 'take-down', 'double-edge', 'hyper-beam', 'drill-peck', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'swift', 'sky-attack', 'flash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png"
"moltres","Known as the legendary bird of fire. Every flapof its wings creates a dazzling flash of flames.","90","100","90","125","85","90","fire","flying","600","20","['razor-wind', 'whirlwind', 'fly', 'take-down', 'double-edge', 'leer', 'hyper-beam', 'peck', 'fire-spin', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'sky-attack', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png"
"dratini","Long considered a mythical POKéMON until recentlywhen a small colony was found living underwater.","41","64","45","50","50","50","dragon","None","33","18","['slam', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'dragon-rage', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png"
"dragonair","A mystical POKéMON that exudes a gentle aura.Has the ability to change climate conditions.","61","84","65","70","70","70","dragon","None","165","40","['slam', 'horn-drill', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'dragon-rage', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png"
"dragonite","An extremely rarely seen marine POKéMON.Its intelligence is said to match that of humans.","91","134","95","100","100","80","dragon","flying","2100","22","['razor-wind', 'slam', 'horn-drill', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'strength', 'dragon-rage', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png"
"mewtwo","It was created by a scientist after years of horrificgene splicing and DNA engineering experiments.","106","110","90","154","90","130","psychic","None","1220","20","['mega-punch', 'pay-day', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'disable', 'mist', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'barrier', 'reflect', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png"
"mew","So rare that it is still said to be a mirage bymany experts. Only a few people have seen it worldwide.","100","100","100","100","100","100","psychic","None","40","4","['pound', 'mega-punch', 'pay-day', 'razor-wind', 'swords-dance', 'cut', 'whirlwind', 'fly', 'mega-kick', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'mega-drain', 'solar-beam', 'dragon-rage', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'reflect', 'bide', 'metronome', 'self-destruct', 'egg-bomb', 'fire-blast', 'swift', 'skull-bash', 'soft-boiled', 'dream-eater', 'sky-attack', 'transform', 'flash', 'psywave', 'explosion', 'rest', 'rock-slide', 'tri-attack', 'substitute']","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png"
